questions,classes
What do West Indian steel bands use as instruments ? ~ You # use What # use West Indian steel bands,ENTY
Why did David Koresh ask the FBI for a word processor ? ~ Why ask # ask David Koresh # ask the FBI,DESC
What is the fastest growing state in the U.S.A. in 1998 ? ~ What is # is the fastest growing state in in,LOC
How many American soldiers have died for their country to date ? ~ How many # died many American soldiers # died for country,NUM
What was the name of the U.S. 's first manned space program ? ~ What was # was the name of,ENTY
Who is Langston Hughes ? ~ Who is # is Langston Hughes,HUM
What were the achievements of Richard Nixon ? ~ What were # were the achievements of,ENTY
Where does the opera singer Ileana Cotrubas come from ? ~ You # come the opera singer Cotrubas,LOC
How do you do a bibliography with an unknown author ? ~ How do # do you # do a bibliography,DESC
Saddam Hussein was compared to whom by President Bush ? ~ You,HUM
What year was the NAACP founded ? ~ You # founded the NAACP,NUM
In what year did Thatcher gain power ? ~ You # gain Thatcher # gain power,NUM
"Who wrote the book , `` The Grinch Who Stole Christmas '' ? ~ Who wrote ~ Who Stole # wrote the book # wrote The Grinch Stole # Stole Christmas",HUM
Where can I learn about Samuel Gompers ? ~ Where learn # learn I,LOC
What jockey won 17 Triple Crown races ? ~ You # won What jockey # won 17 Crown races,HUM
What U.S. state 's biggest lake is Lake Sam Rayburn ? ~ What is # is state biggest lake,LOC
What is Greek pita ? ~ What is # is Greek pita,DESC
What do peacocks mate with ? ~ You # mate peacocks,ENTY
Who seized power from Milton Obote in 1971 ? ~ Who seized # seized power,HUM
What state is Niagara Falls located in ? ~ You,LOC
How hot does the inside of an active volcano get ? ~ How hot # get the inside of,NUM
What tools do you use to crewel ? ~ You # use What tools # use you,ENTY
What is narcolepsy ? ~ What is,DESC
What is the name of the American literary era that includes 1896 ? ~ What is # is the name of # includes that # includes 1896,ENTY
What 's the term for an organism that lives on or in another ? ~ What 's # 's the term for # lives that,ENTY
Where is the Orange Bowl ? ~ Where is # is the Orange Bowl,LOC
What Scandinavian capital is built on nine bridge-connected islands ? ~ You # built What,LOC
What well-known actor is the father of star Alan Alda ? ~ You # is What known actor,HUM
Where is the Smithsonian Institute located ? ~ Where located # located the Smithsonian Institute,LOC
What does the name ` Alexandra ' mean ? ~ You # mean What # mean the name ` Alexandra ',DESC
What is the size of Argentina ? ~ What is # is the size of,NUM
What would you add to the clay mixture to produce bone china ? ~ You # add What # add you # produce bone china,ENTY
What is leukemia ? ~ What is,DESC
"What Stephen Sondheim ballad ends : `` Well , maybe next year.. . '' ? ~ You # ends What Sondheim ballad",ENTY
How does the tail affect the flight of a kite ? ~ How affect # affect the tail # affect the flight of,DESC
What date is Richard Nixon 's birthday ? ~ You,NUM
What film canine is buried in Pere-Lachaise cemetery in Paris ? ~ You,ENTY
What little boy and dog live in a shoe ? ~ You # live What little boy and dog,HUM
What percent of world 's fresh water is found in Canada ? ~ You,NUM
CNN 's first broadcast occurred on what date ? ~ You # occurred CNN first broadcast,NUM
Why are the U.S. presidential elections held in November ? ~ Why are # are the U.S. presidential elections held,DESC
How many grooves are on a dime ? ~ How many # are many grooves,NUM
What was Marilyn Monroe 's real name ? ~ What was # was Monroe real name,HUM
What number of American soldiers remain unaccounted from the Vietnam war ? ~ You # remain What number of,NUM
What is the acronym for the National Bureau of Investigation ? ~ What is # is the acronym for,ABBR
How does marijuana lead to other drugs ? ~ How lead # lead marijuana,DESC
What father and son won the Medal of Honor ? ~ You # won What father and son # won the Medal of,HUM
How many consecutive baseball games did Lou Gehrig play ? ~ How many # play many consecutive baseball games # play Lou Gehrig,NUM
Which high schools are included in the South Florida Ice Hockey league ? ~ You,HUM
How many different types of skunks are there ? ~ How many # are many different types of,NUM
Who is the Prophet of Medina ? ~ Who is # is the Prophet of,HUM
What is the name of a Salt Lake City newspaper ? ~ What is # is the name of,ENTY
What year did Spielberg make `` Jaws '' ? ~ You # make Spielberg # make ` Jaws,NUM
What 's the meaning of the zoological term ruminant ? ~ What 's # 's the meaning of,DESC
What is the name of the woman who was with John Belushi when he died ? ~ What is # is the name of # was who # died he,HUM
What is hyperopia ? ~ What is # is hyperopia,DESC
What color Poker chip is usually assigned the lowest value ? ~ You # assigned the lowest value,ENTY
What do most tourists visit in Reims ? ~ You # visit What # visit most tourists,LOC
Which produces the longer sperm - an elephant or a mouse ? ~ You # produces Which # produces the longer sperm - elephant,ENTY
In what book can I find the story of Aladdin ? ~ You # find I # find the story of,ENTY
What United States city produces the most oil ? ~ You # produces What # produces States city # produces the most oil,LOC
How do you pronounce `` Tzimisce '' ? ~ How pronounce # pronounce you # pronounce ` Tzimisce,DESC
What 's the name of the Tokyo Stock Exchange ? ~ What 's # 's the name of,ENTY
What 's the percentage of children aged two through eleven who watch ` 'The Simpsons ' ? ~ What 's # 's the percentage of # aged two # watch who # watch The Simpsons,NUM
"What TV show premiered on January 15 , 1981 ? ~ You # premiered What # premiered TV show",ENTY
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ? ~ What was # was the only country in join # join the led boycott of,LOC
In what part of Africa is Mozambique located ? ~ You # located Mozambique,LOC
What is the abbreviated term used for the National Bureau of Investigation ? ~ What is # is the abbreviated term used,ABBR
What is e-commerce ? ~ What is # is e,DESC
"Whose funeral train traveled from Washington D.C. to Springfield , Illinois ? ~ You # traveled Whose funeral train",HUM
How did names come about ? ~ How come # come names,DESC
"What 's the better-known identity of John Merrick , the noble ogre of Victorian England ? ~ What 's # 's the known identity of",HUM
What is her husband 's name ? ~ What is # is husband name,HUM
"What cigarette company urged us , `` Come to where the flavor is ? '' ~ You # urged What cigarette company # urged us # is the flavor",HUM
Which of the following did not receive a 1983 `` Outstanding Mother Award '' from the National Mother 's Day Committee ? ~ You # receive Which of # receive a 1983 ` ` Outstanding Mother Award '' from,HUM
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ? ~ You # made What # made Dynasty star # made her 2th Fox debut in,HUM
Where is Poe 's birthplace ? ~ Where is # is Poe birthplace,LOC
What actress holds the record for the most appearances on the cover of Life ? ~ You # holds What actress # holds the record for,HUM
What was the first TV set to include a remote control ? ~ What was # include the first TV set # include a remote control,ENTY
"Name the company that used the line , `` Even your best friend won 't tell you '' in its ad ? ~ You # Name the company used # used that # used the line # won Even your best friend # won t # tell you",HUM
What first-aid product `` Helps the hurt stop hurting '' ? ~ You # Helps What aid product ` ` # stop the hurt,ENTY
How does ultraviolet light damage the DNA of skin cells ? ~ How damage # damage the DNA of,DESC
What was the verdict in the trial of Lizzie Borden ? ~ What was # was the verdict in,DESC
What U.S. President had brothers-in-law in the Confederate army ? ~ You # had What # had U.S. President # had brothers - in in,HUM
Who is the Queen of Holland ? ~ Who is # is the Queen of,HUM
"What does the Greek word polis mean , as in Minneapolis ? ~ You # mean What # mean the Greek word polis",DESC
Where can I find detailed information about Manchukuo ? ~ Where find # find I # find detailed information about,LOC
What actor learned to play the saxophone and speak Russian for a role in a movie ? ~ You # learned What actor # play the saxophone # speak Russian,HUM
"Who says , `` If you don 't look good , we don 't look good '' ? ~ Who says # don you # look t # don ' t look good # don we # look t # don ' t look good",HUM
Who was Secretary of State during the Nixon administration ? ~ Who was,HUM
How much money does each player get at the beginning of the game in Monopoly ? ~ How much # get much money # get each player,NUM
Where 's the GUM department store ? ~ Where 's # 's the department store,LOC
What is the literal meaning of `` D-DAY '' ? ~ What is # is the literal meaning of,DESC
What state was named the Green Mountain state ? ~ You # named the Mountain state,LOC
What carries sperm up into the pelvic region ? ~ You # carries What # carries sperm,ENTY
What year was the ATM first introduced ? ~ You # introduced the ATM,NUM
What are all the southern states of the United States ? ~ What are # are all the southern states of,LOC
Who is Johnny Carson ? ~ Who is # is Johnny Carson,HUM
What does 7847+5943 equal ? ~ You # does What # equal 7847 + 5943,NUM
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ? ~ You # subtitled The Preservation of in,ENTY
Why do the chickenpoxs last so long ? ~ Why last # last the chickenpoxs,DESC
What attorneys work for The Center for the Defense of Free Enterprise ? ~ You # work What attorneys,HUM
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ? ~ How come # come the U.S.,DESC
What is Dick Clark 's date of birth ? ~ What is # is Clark date of,NUM
What does the name `` Sheri '' mean ? ~ You # mean What # mean the name Sheri,DESC
What is the only primate to lack pigment in the palms of its hands ? ~ What is # is the only primate lack # lack pigment in,ENTY
How many equal sides are there on a scalene triangle ? ~ How many # are many equal sides,NUM
Where did Bill Gates go to college ? ~ Where go # go Bill Gates,LOC
What constellation is known as The Water Bearer ? ~ You,LOC
What tale has the moral : `` He who wants everything gets nothing '' ? ~ You # has What tale # has the moral # has He wants # wants who # gets everything # gets nothing,ENTY
What U.S. university boasts the largest library ? ~ You # boasts What # boasts U.S. university # boasts the largest library,HUM
In which year was the cartoon character Chilly Willy created ? ~ You # created Chilly,NUM
What do Japanese school uniforms look like ? ~ You # look Japanese school uniforms,DESC
Name a Salt Lake City newspaper . ~ You # Name a City newspaper,ENTY
Where can I find the history of the Taiwanese language ? ~ Where find # find I # find the history of,LOC
What state is Mount McKinley in ? ~ You,LOC
How did people respond to the idea of the first millenium ? ~ How respond # respond people,DESC
Which classical Spanish writer said `` All that glitters is not gold '' ? ~ You # said Which classical Spanish writer # said All is # is that # is glitters,HUM
What is swap math ? ~ You # swap math,DESC
What is hypnotherapy ? ~ What is # is hypnotherapy,DESC
What is RCD ? ~ What is # is RCD,ABBR
How large is Missouri 's population ? ~ How large # is Missouri population,NUM
Which cats pursued Tweety Pie in his first cartoon appearance ? ~ You # pursued Which cats # pursued Tweety Pie,ENTY
What is the biblical meaning of ` stones ' ? ~ What is # is the biblical meaning of,DESC
Which organization is the Security Council a part of ? ~ You # is Which organization,HUM
When was the internal combustion engine developed ? ~ When was # developed the combustion engine,NUM
How can I find out my biorhythm ? ~ How find # find I # find my biorhythm,DESC
Who painted `` Soft Self-Portrait with Grilled Bacon '' ? ~ Who painted # painted Soft Self - Portrait with,HUM
What company markets a shampoo `` for brunettes only '' ? ~ You # markets What company # markets a shampoo,HUM
What is a fear of touching ? ~ What is # is a fear of,ENTY
What is the name of the largest water conservancy project in China ? ~ What is # is the name of,ENTY
Who killed Caesar ? ~ Who killed # killed Caesar,HUM
Where is Kings Canyon ? ~ Where is # is Kings Canyon,LOC
What are the words to the song sung by `` Banana in Pajamas '' ? ~ What are # are the words to,DESC
Why are organ transplants more successful today ? ~ Why organ # organ transplants # organ more successful,DESC
Which is the most-used computer program ? ~ You # is Which,ENTY
What is the root of all evil ? ~ What is # is the root of,DESC
What animal has the best hearing ? ~ You # has What animal # has the best hearing,ENTY
What time does Wee Willie Winkie run through the town ? ~ You # run What time # run Wee Willie Winkie,NUM
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ? ~ You # leaving Rhett Butler # leaving Scarlett # leaving O # leaving ' Hara,NUM
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ? ~ You # did What amount of # steal the Philippine ex - dictator Marcos,NUM
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ? ~ You # featured What film # featured Shirley MacLaine,ENTY
What is a fear of drinking ? ~ What is # is a fear of,ENTY
What Asian country once thrilled to the sport of cricket fighting ? ~ You # thrilled What # thrilled Asian country,LOC
How many varieties of apple are there ? ~ How many # are many varieties of,NUM
Who is Count Cinzano ? ~ Who is # is Count Cinzano,HUM
Who 's won the most Oscars for costume design ? ~ Who won # won the most Oscars for,HUM
What Ernest Hemingway novel had the working title Fiesta ? ~ You # had What # had Hemingway novel # had the working title Fiesta,ENTY
What color of Monopoly properties are landed on most often ? ~ You,ENTY
Which Beatles disc cover honors the Rolling Stones ? ~ You # honors Which Beatles disc cover # honors the Rolling Stones,ENTY
Why does it snow ? ~ Why snow # snow it,DESC
What is the average life expectancy of a male in Ireland in 1996 ? ~ What is # is the average life expectancy of in,NUM
What is `` Vocal Sampling '' ? ~ You # is What # is ` ` Vocal Sampling '',DESC
How do windmills work ? ~ How work # work windmills,DESC
What ocean liner burned and sank in Hong Kong harbor ? ~ You # sank What # burned ocean liner,ENTY
What city is near the mouth of the Amazon ? ~ You # is What city,LOC
"What U.S. vice-president once declared : `` If you 've seen one slum , you 've seen them all '' ? ~ You # declared What # declared U.S. vice # declared - # declared president # seen you # seen one slum # seen you # seen them all",HUM
Who wrote The Red Badge of Courage ? ~ Who wrote # wrote The Red Badge of,HUM
What money was used by them ? ~ You,ENTY
"What color , s , appear on boxes of Kodak film ? ~ You # appear What color , s",ENTY
Where did the Inuits live ? ~ Where live # live the Inuits,LOC
What is the origin of the word trigonometry ? ~ What is # is the origin of,DESC
What is Compaq 's mission statement ? ~ What is # is Compaq mission statement,DESC
What was the name of the 1899 policy forced on China by which all nations had equal trading rights ? ~ What was # was the name of # had all nations # had equal trading rights,ENTY
What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ? ~ What did # did monarch lap # sit Barnum Tom Thumb,HUM
How did Rocky Marciano die ? ~ How die # die Rocky Marciano,DESC
Who invented the road traffic cone ? ~ Who invented # invented the traffic cone,HUM
What is the name of Joan Jett 's band ? ~ What is # is the name of,HUM
Which of the following people is not associated with Andy Warhol ? ~ You,HUM
What does Visine get out ? ~ You # get What # get Visine,ENTY
What civilization invented the arch ? ~ You # invented What civilization # invented the arch,HUM
"What are some fun things to do in Cozumel , Mexico for teenagers ? ~ What are # are some fun things do",DESC
What is an example of a famous rock band from the sixties ? ~ What is # is an example of,HUM
"What former royal palace has served as a granary , prison , arsenal , leper colony , mint , telegraph station and whorehouse before becoming an art museum ? ~ You # served What former royal palace",LOC
"Where was `` I have fallen , and I can 't get up '' said first ? ~ Where was # fallen I # get I # get t",LOC
What president 's ghost is said to haunt the White House ? ~ You # haunt the White House,HUM
What are the names of Jack 's original roommates on Three 's Company ? ~ What are # are the names of,HUM
What is the definition of hazmat ? ~ What is # is the definition of,DESC
How many URL extensions are there ? and what are they ? ~ How what # ? many what URL are extensions # ? many what URL are they,NUM
Where did the Wright brothers make their first flight ? ~ Where make # make the Wright brothers # make their first flight,LOC
Who won the Battle of Gettysburg ? ~ Who won # won the Battle of,HUM
What do you get by mixing gin and vermouth ? ~ You # get What # get you # mixing gin and vermouth,ENTY
Name the two youngsters saved by the animated Moby Dick . ~ You # Name the two youngsters saved,HUM
"Who was the captain of the tanker , Exxon Valdez , involved in the oil spill in Prince William Sound , Alaska , 1989 ? ~ Who was # was the captain of , Valdez , involved",HUM
What is the snowiest city in the U.S. ? ~ What is # is the snowiest city in,LOC
What is crabgrass ? ~ What is # is crabgrass,DESC
"What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ? ~ You # opens What book # name which # name I",ENTY
Who is Stephen Hawking ? ~ Who is # is Stephen Hawking,HUM
What does SHIELD stand for ? ~ You # stand SHIELD,ABBR
"How do you say , `` I love you '' in other languages ? ~ How say # say you # love I # love you",ENTY
What is The Gay Science ? ~ What is # is The Gay Science,DESC
Why is Jane Goodall famous ? ~ Why is,DESC
What is the chemical reactivity of helium ? ~ What is # is the chemical reactivity of,NUM
The name of the actor who played the detective in the film Kindergarden Cop is what ? ~ You # is The name of played # played who # played the detective # is Kindergarden Cop,HUM
What is main reason for that electric vehicles can 't be popular nowadays ? ~ What is # is main reason for # be t,DESC
What is the difference between optical and digital video ? ~ What is # is the difference between,DESC
"What clause in the U.S. Constitution may not be changed , altered or amended ? ~ You",DESC
What 's new in the postal world in 1999 ? ~ You # 's What,DESC
What actor came to dinner in Guess Who 's Coming to Dinner ? ~ Who 's # Coming What Who actor,HUM
What is the difference between the anus and the rectum ? ~ What is # is the difference between,DESC
What is a Guild ? ~ What is # is a Guild,DESC
What is the difference between college and graduate school ? ~ What is # is the difference between,DESC
How do I change a file from an ART file to a JPEG or Bitmap file ? ~ How change # change I # change a file,DESC
What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ? ~ What is # is Kafka short story ` ` Doctor # tell us,DESC
What engineer invented the pull-tab can ? ~ You # invented What engineer # invented tab can,HUM
What South American capital is the world 's highest ? ~ What is # is American capital,LOC
What are the lyrics to the Star Spangled Banner ? ~ What are # are the lyrics to,DESC
Name a civil war battlefield . ~ You # Name a war battlefield,LOC
When do you plant winter wheat ? ~ When plant # plant you # plant winter wheat,NUM
What will a compass do in outer space ? ~ You # do What # do a compass,DESC
How many counties are in Indiana ? ~ How many # are many counties,NUM
Which college did Dikembe Mutombo attend ? ~ You # did Which college # attend Dikembe Mutombo,HUM
Who was the first actress to appear on a postage stamp ? ~ Who was # was the first actress appear,HUM
Who was the first black woman to star in the Folies Bergeres ? ~ Who was # was the first black woman star,HUM
What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ? ~ You # bound What Slow Aesop and fable # bound the to moral : '' ` ? ` is # is The race,ENTY
What famed strip of land is a 15-minute boat trip across the Venetian Lagoon from Venice ? ~ You # famed What # is famed strip of,LOC
How is water treated to make it safe to drink ? ~ How treated # safe it,DESC
What is a hydrogen bond ? ~ What is # is a hydrogen bond,DESC
What is the exchange rate between England and the U.S. ? ~ What is # is the exchange rate between,NUM
What does a woman want ? ~ You # want What # want a woman,ENTY
What is the protection rate of using condoms ? ~ What is # is the protection rate of # using condoms,NUM
What 's the abbreviation for limited partnership ? ~ What 's # 's the abbreviation for,ABBR
Which continent has the most roses ? ~ You # has Which continent # has the most roses,LOC
What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ? ~ You # embracing What Russian novel,ENTY
How do you write a correct critical analysis of a poem ? ~ How write # write you # write a correct critical analysis of,DESC
How do I check if my modem is v.9 compatible ? ~ How check # check I # is my modem,DESC
What is your favorite color ? ~ What is # is your favorite color,ENTY
"What is the longest chemical name , consisting of 35 letters ? ~ What is # is the longest chemical name",ENTY
How many corners does a spritsail have ? ~ How many # does many corners # have a spritsail,NUM
What bottled-up TV character was born in Baghdad ? ~ You,HUM
What is a multiplexer ? ~ What is # is a multiplexer,DESC
What credit card features a centurion on its face ? ~ You # features What credit card # features a centurion on,ENTY
What are the four largest mountain ranges on the Asian continent ? ~ What are # are the four largest mountain ranges on,LOC
What are the Poconos ? ~ What are # are the Poconos,DESC
"What does caliente mean , in English ? ~ You # caliente What",DESC
What is Jane Goodall famous for ? ~ What is # is Jane Goodall famous,DESC
What is the mission of Nike ? ~ What is # is the mission of,ENTY
What is thalassemia ? ~ What is # is thalassemia,DESC
How far can you see ? ~ How far # see you,NUM
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 ? ~ You # sank What powered Russian submarine",ENTY
Why can 't you taste anything when you have a cold ? ~ Why taste # taste you # taste anything # have you # have a cold,DESC
Where in the Bible does it tell about Jesus Christ 's brothers and sisters ? ~ Where tell # tell it,LOC
What country boasts the southernmost point in continental Europe ? ~ You # boasts What country # boasts the southernmost point in,LOC
When did Nostradamus believe World War III would begin ? ~ When believe # believe Nostradamus # begin World War III,NUM
What is so powerful about Power Bars ? ~ You # is What,DESC
What do the Japanese call Japan ? ~ You # call What # call the Japanese # call Japan,ENTY
What country was Brian Boru an 11th-century king of ? ~ You # was What country,LOC
What happens when a body part falls asleep ? ~ You # happens What # falls a body part,DESC
What English word has the most letters ? ~ You # has What English word # has the most letters,ENTY
What film ends with the line : `` This is Mrs. Norman Maine '' ? ~ You # ends What film # is This,ENTY
Who asked the musical question : `` Have you ever been to electric lady land ? '' ~ Who asked # asked the musical question : ` ` been # been you,HUM
Who wrote : `` Poems are made by fools like me but only God can make a tree '' ? ~ Who wrote # make only God # make a tree,HUM
What is June 's birthstone ? ~ What is # is June birthstone,DESC
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ? ~ Where take # take the 6th annual meeting of # take place,LOC
Why do we ask for the `` check '' and not the bill at a restaurant ? ~ Why ask # ask we,DESC
"Who played the part of the Godfather in the movie , ` The Godfather ' ? ~ Who played # played the part of # played The Godfather '",HUM
When was London 's Docklands Light Railway constructed ? ~ When was # constructed Light Railway,NUM
Who invented the Wonderbra ? ~ Who invented # invented the Wonderbra,HUM
What is the origin of the proverb `` A stitch in time saves nine '' ? ~ What is # is the origin of # saves A stitch in # saves nine,DESC
What state capital comes last alphabetically ? ~ You # comes What state capital,LOC
Why is Thanksgiving on a Thursday ? ~ Why Thanksgiving,DESC
How do telephones work ? ~ How work # work telephones,DESC
What 's the main vegetable in vichyssoise ? ~ What 's # 's the main vegetable in,ENTY
How long did the Charles Manson murder trial last ? ~ How long # murder the Charles Manson # last murder trial,NUM
How long does it take for your blood to make one complete trip through the body ? ~ How long # take it # make your blood # make one complete trip,NUM
Who owns the St. Louis Rams ? ~ Who owns # owns the Louis Rams,HUM
Where is former Pro wrestler Johnny `` Rubber Man '' Walker ? ~ Where is # is Man Walker,LOC
"What beer tells us , `` Grab all the gusto you can get . '' ? ~ You # tells What ? beer # tells us # Grab all the gusto get # get you",ENTY
What is the geographical center of the US including Alaska and Hawaii ? ~ What is # is the geographical center of,LOC
Which side of the face do most artists tend to show more of in self-portraits ? ~ You # do Which side of # tend most artists # show more of,ENTY
What is diabetes ? ~ What is # is diabetes,DESC
What phenomenon would you expect to read about in the monthly publication The Bigfoot News ? ~ You # expect you # read The Bigfoot News,ENTY
When do MORMONS believe Christ was born ? ~ When believe # believe MORMONS,NUM
In what year was actress Joan Collins born ? ~ You # born actress Joan Collins,NUM
What is a fear of punishment ? ~ What is # is a fear of,ENTY
What is average salary of restaurant manager in United States ? ~ What is # is average salary of,NUM
What comic strip sometimes features a mailman named Beasley ? ~ You # features What comic strip # features a mailman named # named Beasley,ENTY
What device provided a new way to listen to music in 1963 ? ~ You # provided What device # provided a new way listen,ENTY
"What will a kid eat the middle of , and save the chocolate on the outside for last ? ~ You # eat What # eat a kid # eat the middle of # save the chocolate",ENTY
"On average , how long time does it take to type a screenplay ? ~ You # take it # type a screenplay",NUM
What does the abbreviation IOC stand for ? ~ You # stand the abbreviation IOC,ABBR
What 's a short ton ? ~ What 's # 's a short ton,DESC
How long do cardinal eggs incubate ? ~ How long # incubate cardinal eggs,NUM
What two body parts grow all your life ? ~ You # grow What # grow two body parts # grow all your life,ENTY
What Texas surgeon performed the first artificial heart transplant ? ~ You # performed What # performed Texas surgeon # performed the first artificial heart transplant,HUM
What country has the port of Haifa ? ~ You # has What country # has the port of,LOC
What is the main ingredient of yogurt ? ~ What is # is the main ingredient of,ENTY
What is the recipe for Eggs Benedict ? ~ What is # is the recipe for,ENTY
"What is the address for the main government office in Rome , Italy ? ~ What is # is the address for",LOC
What 's the largest U.S. agricultural crop by weight ? ~ What 's # 's the largest U.S. agricultural crop by,ENTY
What is the electronic device used to produce visual displays corresponding to electric signals ? ~ What is # is the electronic device used # produce visual displays corresponding,ENTY
What is goldenseal ? ~ You # is What,DESC
Who made the most appearances in the center square on Hollywood Squares ? ~ Who made # made the most appearances in,HUM
What is the Lost Colony ? ~ What is # is the Lost Colony,DESC
What is the chemical composition of a Barbie ? ~ What is # is the chemical composition of,ENTY
How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ? ~ How many # worked How many of # worked a ranch,NUM
What store claims to be the world 's largest department store ? ~ You # claims What store,HUM
What is the lens behind the iris in the eye called ? ~ What is # is the lens behind,ENTY
What is Tetrinet ? ~ What is # is Tetrinet,DESC
What `` marvelous '' major-league baseball player is now a spokesman for a beer company ? ~ What is # is ` ` marvelous '' league baseball player,HUM
What is the longest English word that can be formed using just the first row of letters on a typewriter ? ~ What is # is the longest English word formed # using just the first row of on,ENTY
What is Chiricahua the name of ? ~ What is # is Chiricahua name,ENTY
What 's the green variety of beryl called ? ~ What 's # called the green variety of,ENTY
What was the name of Captain Bligh 's ship ? ~ What was # was the name of,ENTY
Which is heavier - cream or milk ? ~ You # is Which,ENTY
Who said `` the only thing we have to fear is fear itself '' ? ~ Who said # is the only thing have # have we # fear itself,HUM
Where is Romania located ? ~ Where located,LOC
How many films are made by the major studios in a year ? ~ How many,NUM
How many small businesses are there in the U.S . ~ How many # are many small businesses,NUM
What age is Benny Carter ? ~ You,NUM
How do you clean an LCD monitor screen ? ~ How clean # clean you # clean an monitor screen,DESC
What city did the Mormons establish as their headquarters in 1847 ? ~ You # establish What city # establish the Mormons,LOC
What is amezaiku ? ~ You # is What,DESC
What two countries are linked by the Brenner Pass ? ~ You # linked What,LOC
What new games are available for Nintendo 64 ? ~ You # are What new games,ENTY
Mississippi has what name for a state nickname ? ~ You # has Mississippi,LOC
What is the predominant color of the Tab label ? ~ What is # is the predominant color of,ENTY
What U.S. city was named for St. Francis of Assisi ? ~ You # named What,LOC
"How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ? ~ How many # produce many megawatts # produce the power project in , built",NUM
What is the definition of `` chancery '' file in real estate ? ~ What is # is the definition of,DESC
Who is the sexiest women in the world ? ~ Who is # is the sexiest women in,HUM
What day is known as the `` national day of prayer '' ? ~ You,NUM
Where can I get a photograph of professor Randolph Quirk ? ~ Where get # get I # get a photograph of,LOC
Who was the supreme god of Germanic religion ? ~ Who was # was the supreme god of,HUM
How do you handle a hungry man ? ~ How handle # handle you # handle a hungry man,DESC
Who 's played the most games for the New York Yankees ? ~ Who played # played the most games for,HUM
"What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ? ~ You # said What # said TV character",HUM
What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ? ~ What is # is the name of # became who # beating Mrs. Gandhi,HUM
What are the conjugations of wake and woke ? ~ What are # are the conjugations of and woke,ENTY
What Chilean president was killed in a 1973 coup d 'etat ? ~ You # killed What,HUM
What was Einstein 's IQ ? ~ What was # was Einstein IQ,NUM
Name the first Russian astronaut to do a spacewalk . ~ You # Name the first Russian astronaut # do a spacewalk,HUM
Why do eyes sometimes look red in photographs ? ~ Why look # look eyes,DESC
What are John C. Calhoun and Henry Clay known as ? ~ What are # are John C. Calhoun and Clay known,ENTY
What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ? ~ What are # are the first names of,HUM
What are some good exercises for kids to do ? ~ What are # are some good exercises do # do kids,ENTY
How many real fruit juices are there in a can of Hawaiian Punch ? ~ How many # are many real fruit juices,NUM
What is the abbreviation of the National Bureau of Investigation ? ~ What is # is the abbreviation of,ABBR
What is the principal river of Ireland ? ~ What is # is the principal river of,LOC
What lake is the source of the White Nile ? ~ You,LOC
Garry Kasparov plays what game ? ~ You # plays Garry Kasparov # plays what game,ENTY
How much does a poodle weigh ? ~ How much # weigh How much,NUM
What is Zionism ? ~ What is # is Zionism,DESC
What cable network bills itself as `` the family entertainer '' ? ~ You # bills What cable network # bills itself,HUM
How many points are there on a Backgammon board ? ~ How many # are many points,NUM
What have you not let a tennis ball do if you volley ? ~ You # let you # do a tennis ball # volley you,DESC
Which comic book was not spawned directly from the pulp magazines ? ~ You,ENTY
"What product is for kids , and not for silly rabbits ? ~ You # is What product",ENTY
What else has the swastika stood for ? ~ You # stood the swastika,DESC
"Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ? ~ Why get # get people # get goosebumps # have they # happen something # have something emotional happen to # hear they # hear a beautiful piece of # see something beautiful # love they",DESC
How many frames does a disk camera shoot ? ~ How many # does many frames # does a camera shoot,NUM
What are the 7 Wonders of the World ? ~ What are # are the 7 Wonders of,ENTY
When did Theo Rousseau paint the `` Forest of Fontaine '' ? ~ When paint # paint Theo Rousseau # paint the ` ` Forest of '',NUM
How many people have been Captain America ? ~ How many # been many people,NUM
What is meant by the term `` yield to maturity '' in reference to bonds ? ~ You,DESC
"What became the biggest cash crop in the U.S. in 1983 , surpassing corn ? ~ You # became What # surpassing corn",ENTY
How did the war of 1812 affect Delaware ? ~ How affect # affect the war of # affect Delaware,DESC
Where is the human skin least sensitive ? ~ Where is # sensitive the human skin,ENTY
